DATE,spindx
20130402,1570.25
20130403,1553.69
20130404,1559.98
20130405,1553.28
20130408,1563.07
20130409,1568.61
20130410,1587.73
20130411,1593.37
20130412,1588.85
20130415,1552.36
20130416,1574.57
20130417,1552.01
20130418,1541.61
20130419,1555.25
20130422,1562.50
20130423,1578.78
20130424,1578.79
20130425,1585.16
20130426,1582.24
20130429,1593.61
20130430,1597.57
20130501,1582.70
20130502,1597.59
20130503,1614.42
20130506,1617.50
20130507,1625.96
20130508,1632.69
20130509,1626.67
20130510,1633.70
20130513,1633.77
20130514,1650.34
20130515,1658.78
20130516,1650.47
20130517,1667.47
20130520,1666.29
20130521,1669.16
20130522,1655.35
20130523,1650.51
20130524,1649.60
20130528,1660.06
20130529,1648.36
20130530,1654.41
20130531,1630.74
20130603,1640.42
20130604,1631.38
20130605,1608.90
20130606,1622.56
20130607,1643.38
20130610,1642.81
20130611,1626.13
20130612,1612.52
20130613,1636.36
20130614,1626.73
20130617,1639.04
20130618,1651.81
20130619,1628.93
20130620,1588.19
20130621,1592.43
20130624,1573.09
20130625,1588.03
20130626,1603.26
20130627,1613.20
20130628,1606.28
20130701,1614.96
20130702,1614.08
20130703,1615.41
20130705,1631.89
20130708,1640.46
20130709,1652.32
20130710,1652.62
20130711,1675.02
20130712,1680.19
20130715,1682.50
20130716,1676.26
20130717,1680.91
20130718,1689.37
20130719,1692.09
20130722,1695.53
20130723,1692.39
20130724,1685.94
20130725,1690.25
20130726,1691.65
20130729,1685.33
20130730,1685.96
20130731,1685.73
20130801,1706.87
20130802,1709.67
20130805,1707.14
20130806,1697.37
20130807,1690.91
20130808,1697.48
20130809,1691.42
20130812,1689.47
20130813,1694.16
20130814,1685.39
20130815,1661.32
20130816,1655.83
20130819,1646.06
20130820,1652.35
20130821,1642.80
20130822,1656.96
20130823,1663.50
20130826,1656.78
20130827,1630.48
20130828,1634.96
20130829,1638.17
20130830,1632.97
20130903,1639.77
20130904,1653.08
20130905,1655.08
20130906,1655.17
20130909,1671.71
20130910,1683.99
20130911,1689.13
20130912,1683.42
20130913,1687.99
20130916,1697.60
20130917,1704.76
20130918,1725.52
20130919,1722.34
20130920,1709.91
20130923,1701.84
20130924,1697.42
20130925,1692.77
20130926,1698.67
20130927,1691.75
20130930,1681.55
20131001,1695.00
20131002,1693.87
20131003,1678.66
20131004,1690.50
20131007,1676.12
20131008,1655.45
20131009,1656.40
20131010,1692.56
20131011,1703.20
20131014,1710.14
20131015,1698.06
20131016,1721.54
20131017,1733.15
20131018,1744.50
20131021,1744.66
20131022,1754.67
20131023,1746.38
20131024,1752.07
20131025,1759.77
20131028,1762.11
20131029,1771.95
20131030,1763.31
20131031,1756.54
20131101,1761.64
20131104,1767.93
20131105,1762.97
20131106,1770.49
20131107,1747.15
20131108,1770.61
20131111,1771.89
20131112,1767.69
20131113,1782.00
20131114,1790.62
20131115,1798.18
20131118,1791.53
20131119,1787.87
20131120,1781.37
20131121,1795.85
20131122,1804.76
20131125,1802.48
20131126,1802.75
20131127,1807.23
20131129,1805.81
20131202,1800.90
20131203,1795.15
20131204,1792.81
20131205,1785.03
20131206,1805.09
20131209,1808.37
20131210,1802.62
20131211,1782.22
20131212,1775.50
20131213,1775.32
20131216,1786.54
20131217,1781.00
20131218,1810.65
20131219,1809.60
20131220,1818.32
20131223,1827.99
20131224,1833.32
20131226,1842.02
20131227,1841.40
20131230,1841.07
20131231,1848.36
20140102,1831.98
20140103,1831.37
20140106,1826.77
20140107,1837.88
20140108,1837.49
20140109,1838.13
20140110,1842.37
20140113,1819.20
20140114,1838.88
20140115,1848.38
20140116,1845.89
20140117,1838.70
20140121,1843.80
20140122,1844.86
20140123,1828.46
20140124,1790.29
20140127,1781.56
20140128,1792.50
20140129,1774.20
20140130,1794.19
20140131,1782.59
20140203,1741.89
20140204,1755.20
20140205,1751.64
20140206,1773.43
20140207,1797.02
20140210,1799.84
20140211,1819.75
20140212,1819.26
20140213,1829.83
20140214,1838.63
20140218,1840.76
20140219,1828.75
20140220,1839.78
20140221,1836.25
20140224,1847.61
20140225,1845.12
20140226,1845.16
20140227,1854.29
20140228,1859.45
20140303,1845.73
20140304,1873.91
20140305,1873.81
20140306,1877.03
20140307,1878.04
20140310,1877.17
20140311,1867.63
20140312,1868.20
20140313,1846.34
20140314,1841.13
20140317,1858.83
20140318,1872.25
20140319,1860.77
20140320,1872.01
20140321,1866.52
20140324,1857.44
20140325,1865.62
20140326,1852.56
20140327,1849.04
20140328,1857.62
20140331,1872.34
20140401,1885.52
20140402,1890.90
20140403,1888.77
20140404,1865.09
20140407,1845.04
20140408,1851.96
20140409,1872.18
20140410,1833.08
20140411,1815.69
20140414,1830.61
20140415,1842.98
20140416,1862.31
20140417,1864.85
20140421,1871.89
20140422,1879.55
20140423,1875.39
20140424,1878.61
20140425,1863.40
20140428,1869.43
20140429,1878.33
20140430,1883.95
20140501,1883.68
20140502,1881.14
20140505,1884.66
20140506,1867.72
20140507,1878.21
20140508,1875.63
20140509,1878.48
20140512,1896.65
20140513,1897.45
20140514,1888.53
20140515,1870.85
20140516,1877.86
20140519,1885.08
20140520,1872.83
20140521,1888.03
20140522,1892.49
20140523,1900.53
20140527,1911.91
20140528,1909.78
20140529,1920.03
20140530,1923.57
20140602,1924.97
20140603,1924.24
20140604,1927.88
20140605,1940.46
20140606,1949.44
20140609,1951.27
20140610,1950.79
20140611,1943.89
20140612,1930.11
20140613,1936.16
20140616,1937.78
20140617,1941.99
20140618,1956.98
20140619,1959.48
20140620,1962.87
20140623,1962.61
20140624,1949.98
20140625,1959.53
20140626,1957.22
20140627,1960.96
20140630,1960.23
20140701,1973.32
20140702,1974.62
20140703,1985.44
20140707,1977.65
20140708,1963.71
20140709,1972.83
20140710,1964.68
20140711,1967.57
20140714,1977.10
20140715,1973.28
20140716,1981.57
20140717,1958.12
20140718,1978.22
20140721,1973.63
20140722,1983.53
20140723,1987.01
20140724,1987.98
20140725,1978.34
20140728,1978.91
20140729,1969.95
20140730,1970.07
20140731,1930.67
20140801,1925.15
20140804,1938.99
20140805,1920.21
20140806,1920.24
20140807,1909.57
20140808,1931.59
20140811,1936.92
20140812,1933.75
20140813,1946.72
20140814,1955.18
20140815,1955.06
20140818,1971.74
20140819,1981.60
20140820,1986.51
20140821,1992.37
20140822,1988.40
20140825,1997.92
20140826,2000.02
20140827,2000.12
20140828,1996.74
20140829,2003.37
20140902,2002.28
20140903,2000.72
20140904,1997.65
20140905,2007.71
20140908,2001.54
20140909,1988.44
20140910,1995.69
20140911,1997.45
20140912,1985.54
20140915,1984.13
20140916,1998.98
20140917,2001.57
20140918,2011.36
20140919,2010.40
20140922,1994.29
20140923,1982.77
20140924,1998.30
20140925,1965.99
20140926,1982.85
20140929,1977.80
20140930,1972.29
20141001,1946.16
20141002,1946.17
20141003,1967.90
20141006,1964.82
20141007,1935.10
20141008,1968.89
20141009,1928.21
20141010,1906.13
20141013,1874.74
20141014,1877.70
20141015,1862.49
20141016,1862.76
20141017,1886.76
20141020,1904.01
20141021,1941.28
20141022,1927.11
20141023,1950.82
20141024,1964.58
20141027,1961.63
20141028,1985.05
20141029,1982.30
20141030,1994.65
20141031,2018.05
20141103,2017.81
20141104,2012.10
20141105,2023.57
20141106,2031.21
20141107,2031.92
20141110,2038.26
20141111,2039.68
20141112,2038.25
20141113,2039.33
20141114,2039.82
20141117,2041.32
20141118,2051.80
20141119,2048.72
20141120,2052.75
20141121,2063.50
20141124,2069.41
20141125,2067.03
20141126,2072.83
20141128,2067.56
20141201,2053.44
20141202,2066.55
20141203,2074.33
20141204,2071.92
20141205,2075.37
20141208,2060.31
20141209,2059.82
20141210,2026.14
20141211,2035.33
20141212,2002.33
20141215,1989.63
20141216,1972.74
20141217,2012.89
20141218,2061.23
20141219,2070.65
20141222,2078.54
20141223,2082.17
20141224,2081.88
20141226,2088.77
20141229,2090.57
20141230,2080.35
20141231,2058.90
20150102,2058.20
20150105,2020.58
20150106,2002.61
20150107,2025.90
20150108,2062.14
20150109,2044.81
20150112,2028.26
20150113,2023.03
20150114,2011.27
20150115,1992.67
20150116,2019.42
20150120,2022.55
20150121,2032.12
20150122,2063.15
20150123,2051.82
20150126,2057.09
20150127,2029.55
20150128,2002.16
20150129,2021.25
20150130,1994.99
20150202,2020.85
20150203,2050.03
20150204,2041.51
20150205,2062.52
20150206,2055.47
20150209,2046.74
20150210,2068.59
20150211,2068.53
20150212,2088.48
20150213,2096.99
20150217,2100.34
20150218,2099.68
20150219,2097.45
20150220,2110.30
20150223,2109.66
20150224,2115.48
20150225,2113.86
20150226,2110.74
20150227,2104.50
20150302,2117.39
20150303,2107.78
20150304,2098.53
20150305,2101.04
20150306,2071.26
20150309,2079.43
20150310,2044.16
20150311,2040.24
20150312,2065.95
20150313,2053.40
20150316,2081.19
20150317,2074.28
20150318,2099.50
20150319,2089.27
20150320,2108.10
20150323,2104.42
20150324,2091.50
20150325,2061.05
20150326,2056.15
20150327,2061.02
20150330,2086.24
20150331,2067.89
20150401,2059.69
20150402,2066.96
20150406,2080.62
20150407,2076.33
20150408,2081.90
20150409,2091.18
20150410,2102.06
20150413,2092.43
20150414,2095.84
20150415,2106.63
20150416,2104.99
20150417,2081.18
20150420,2100.40
20150421,2097.29
20150422,2107.96
20150423,2112.93
20150424,2117.69
20150427,2108.92
20150428,2114.76
20150429,2106.85
20150430,2085.51
20150501,2108.29
20150504,2114.49
20150505,2089.46
20150506,2080.15
20150507,2088.00
20150508,2116.10
20150511,2105.33
20150512,2099.12
20150513,2098.48
20150514,2121.10
20150515,2122.73
20150518,2129.20
20150519,2127.83
20150520,2125.85
20150521,2130.82
20150522,2126.06
20150526,2104.20
20150527,2123.48
20150528,2120.79
20150529,2107.39
20150601,2111.73
20150602,2109.60
20150603,2114.07
20150604,2095.84
20150605,2092.83
20150608,2079.28
20150609,2080.15
20150610,2105.20
20150611,2108.86
20150612,2094.11
20150615,2084.43
20150616,2096.29
20150617,2100.44
20150618,2121.24
20150619,2109.99
20150622,2122.85
20150623,2124.20
20150624,2108.58
20150625,2102.31
20150626,2101.49
20150629,2057.64
20150630,2063.11
20150701,2077.42
20150702,2076.78
20150706,2068.76
20150707,2081.34
20150708,2046.68
20150709,2051.31
20150710,2076.62
20150713,2099.60
20150714,2108.95
20150715,2107.40
20150716,2124.29
20150717,2126.64
20150720,2128.28
20150721,2119.21
20150722,2114.15
20150723,2102.15
20150724,2079.65
20150727,2067.64
20150728,2093.25
20150729,2108.57
20150730,2108.63
20150731,2103.84
20150803,2098.04
20150804,2093.32
20150805,2099.84
20150806,2083.56
20150807,2077.57
20150810,2104.18
20150811,2084.07
20150812,2086.05
20150813,2083.39
20150814,2091.54
20150817,2102.44
20150818,2096.92
20150819,2079.61
20150820,2035.73
20150821,1970.89
20150824,1893.21
20150825,1867.61
20150826,1940.51
20150827,1987.66
20150828,1988.87
20150831,1972.18
20150901,1913.85
20150902,1948.86
20150903,1951.13
20150904,1921.22
20150908,1969.41
20150909,1942.04
20150910,1952.29
20150911,1961.05
20150914,1953.03
20150915,1978.09
20150916,1995.31
20150917,1990.20
20150918,1958.03
20150921,1966.97
20150922,1942.74
20150923,1938.76
20150924,1932.24
20150925,1931.34
20150928,1881.77
20150929,1884.09
20150930,1920.03
20151001,1923.82
20151002,1951.36
20151005,1987.05
20151006,1979.92
20151007,1995.83
20151008,2013.43
20151009,2014.89
20151012,2017.46
20151013,2003.69
20151014,1994.24
20151015,2023.86
20151016,2033.11
20151019,2033.66
20151020,2030.77
20151021,2018.94
20151022,2052.51
20151023,2075.15
20151026,2071.18
20151027,2065.89
20151028,2090.35
20151029,2089.41
20151030,2079.36
20151102,2104.05
20151103,2109.79
20151104,2102.31
20151105,2099.93
20151106,2099.20
20151109,2078.58
20151110,2081.72
20151111,2075.00
20151112,2045.97
20151113,2023.04
20151116,2053.19
20151117,2050.44
20151118,2083.58
20151119,2081.24
20151120,2089.17
20151123,2086.59
20151124,2089.14
20151125,2088.87
20151127,2090.11
20151130,2080.41
20151201,2102.63
20151202,2079.51
20151203,2049.62
20151204,2091.69
20151207,2077.07
20151208,2063.59
20151209,2047.62
20151210,2052.23
20151211,2012.37
20151214,2021.94
20151215,2043.41
20151216,2073.07
20151217,2041.89
20151218,2005.55
20151221,2021.15
20151222,2038.97
20151223,2064.29
20151224,2060.99
20151228,2056.50
20151229,2078.36
20151230,2063.36
20151231,2043.94
20160104,2012.66
20160105,2016.71
20160106,1990.26
20160107,1943.09
20160108,1922.03
20160111,1923.67
20160112,1938.68
20160113,1890.28
20160114,1921.84
20160115,1880.33
20160119,1881.33
20160120,1859.33
20160121,1868.99
20160122,1906.90
20160125,1877.08
20160126,1903.63
20160127,1882.95
20160128,1893.36
20160129,1940.24
20160201,1939.38
20160202,1903.03
20160203,1912.53
20160204,1915.45
20160205,1880.05
20160208,1853.44
20160209,1852.21
20160210,1851.86
20160211,1829.08
20160212,1864.78
20160216,1895.58
20160217,1926.82
20160218,1917.83
20160219,1917.78
20160222,1945.50
20160223,1921.27
20160224,1929.80
20160225,1951.70
20160226,1948.05
20160229,1932.23
20160301,1978.35
20160302,1986.45
20160303,1993.40
20160304,1999.99
20160307,2001.76
20160308,1979.26
20160309,1989.26
20160310,1989.57
20160311,2022.19
20160314,2019.64
20160315,2015.93
20160316,2027.22
20160317,2040.59
20160318,2049.58
20160321,2051.60
20160322,2049.80
20160323,2036.71
20160324,2035.94
20160328,2037.05
20160329,2055.01
20160330,2063.95
20160331,2059.74
20160401,2072.78
20160404,2066.13
20160405,2045.17
20160406,2066.66
20160407,2041.91
20160408,2047.60
20160411,2041.99
20160412,2061.72
20160413,2082.42
20160414,2082.78
20160415,2080.73
20160418,2094.34
20160419,2100.80
20160420,2102.40
20160421,2091.48
20160422,2091.58
20160425,2087.79
20160426,2091.70
20160427,2095.15
20160428,2075.81
20160429,2065.30
20160502,2081.43
20160503,2063.37
20160504,2051.12
20160505,2050.63
20160506,2057.14
20160509,2058.69
20160510,2084.39
20160511,2064.46
20160512,2064.11
20160513,2046.61
20160516,2066.66
20160517,2047.21
20160518,2047.63
20160519,2040.04
20160520,2052.32
20160523,2048.04
20160524,2076.06
20160525,2090.54
20160526,2090.10
20160527,2099.06
20160531,2096.96
20160601,2099.33
20160602,2105.26
20160603,2099.13
20160606,2109.41
20160607,2112.13
20160608,2119.12
20160609,2115.48
20160610,2096.07
20160613,2079.06
20160614,2075.32
20160615,2071.50
20160616,2077.99
20160617,2071.22
20160620,2083.25
20160621,2088.90
20160622,2085.45
20160623,2113.32
20160624,2037.41
20160627,2000.54
20160628,2036.09
20160629,2070.77
20160630,2098.86
20160701,2102.95
20160705,2088.55
20160706,2099.73
20160707,2097.90
20160708,2129.90
20160711,2137.16
20160712,2152.14
20160713,2152.43
20160714,2163.75
20160715,2161.74
20160718,2166.89
20160719,2163.78
20160720,2173.02
20160721,2165.17
20160722,2175.03
20160725,2168.48
20160726,2169.18
20160727,2166.58
20160728,2170.06
20160729,2173.60
20160801,2170.84
20160802,2157.03
20160803,2163.79
20160804,2164.25
20160805,2182.87
20160808,2180.89
20160809,2181.74
20160810,2175.49
20160811,2185.79
20160812,2184.05
20160815,2190.15
20160816,2178.15
20160817,2182.22
20160818,2187.02
20160819,2183.87
20160822,2182.64
20160823,2186.90
20160824,2175.44
20160825,2172.47
20160826,2169.04
20160829,2180.38
20160830,2176.12
20160831,2170.95
20160901,2170.86
20160902,2179.98
20160906,2186.48
20160907,2186.16
20160908,2181.30
20160909,2127.81
20160912,2159.04
20160913,2127.02
20160914,2125.77
20160915,2147.26
20160916,2139.16
20160919,2139.12
20160920,2139.76
20160921,2163.12
20160922,2177.18
20160923,2164.69
20160926,2146.10
20160927,2159.93
20160928,2171.37
20160929,2151.13
20160930,2168.27
20161003,2161.20
20161004,2150.49
20161005,2159.73
20161006,2160.77
20161007,2153.74
20161010,2163.66
20161011,2136.73
20161012,2139.18
20161013,2132.55
20161014,2132.98
20161017,2126.50
20161018,2139.60
20161019,2144.29
20161020,2141.34
20161021,2141.16
20161024,2151.33
20161025,2143.16
20161026,2139.43
20161027,2133.04
20161028,2126.41
20161031,2126.15
20161101,2111.72
20161102,2097.94
20161103,2088.66
20161104,2085.18
20161107,2131.52
20161108,2139.56
20161109,2163.26
20161110,2167.48
20161111,2164.45
20161114,2164.20
20161115,2180.39
20161116,2176.94
20161117,2187.12
20161118,2181.90
20161121,2198.18
20161122,2202.94
20161123,2204.72
20161125,2213.35
20161128,2201.72
20161129,2204.66
20161130,2198.81
20161201,2191.08
20161202,2191.95
20161205,2204.71
20161206,2212.23
20161207,2241.35
20161208,2246.19
20161209,2259.53
20161212,2256.96
20161213,2271.72
20161214,2253.28
20161215,2262.03
20161216,2258.07
20161219,2262.53
20161220,2270.76
20161221,2265.18
20161222,2260.96
20161223,2263.79
20161227,2268.88
20161228,2249.92
20161229,2249.26
20161230,2238.83
20170103,2257.83
20170104,2270.75
20170105,2269.00
20170106,2276.98
20170109,2268.90
20170110,2268.90
20170111,2275.32
20170112,2270.44
20170113,2274.64
20170117,2267.89
20170118,2271.89
20170119,2263.69
20170120,2271.31
20170123,2265.20
20170124,2280.07
20170125,2298.37
20170126,2296.68
20170127,2294.69
20170130,2280.90
20170131,2278.87
20170201,2279.55
20170202,2280.85
20170203,2297.42
20170206,2292.56
20170207,2293.08
20170208,2294.67
20170209,2307.87
20170210,2316.10
20170213,2328.25
20170214,2337.58
20170215,2349.25
20170216,2347.22
20170217,2351.16
20170221,2365.38
20170222,2362.82
20170223,2363.81
20170224,2367.34
20170227,2369.75
20170228,2363.64
20170301,2395.96
20170302,2381.92
20170303,2383.12
20170306,2375.31
20170307,2368.39
20170308,2362.98
20170309,2364.87
20170310,2372.60
20170313,2373.47
20170314,2365.45
20170315,2385.26
20170316,2381.38
20170317,2378.25
20170320,2373.47
20170321,2344.02
20170322,2348.45
20170323,2345.96
20170324,2343.98
20170327,2341.59
20170328,2358.57
20170329,2361.13
20170330,2368.06
20170331,2362.72
20170403,2358.84
20170404,2360.16
20170405,2352.95
20170406,2357.49
20170407,2355.54
20170410,2357.16
20170411,2353.78
20170412,2344.93
20170413,2328.95
20170417,2349.01
20170418,2342.19
20170419,2338.17
20170420,2355.84
20170421,2348.69
20170424,2374.15
20170425,2388.61
20170426,2387.45
20170427,2388.77
20170428,2384.20
20170501,2388.33
20170502,2391.17
20170503,2388.13
20170504,2389.52
20170505,2399.29
20170508,2399.38
20170509,2396.92
20170510,2399.63
20170511,2394.44
20170512,2390.90
20170515,2402.32
20170516,2400.67
20170517,2357.03
20170518,2365.72
20170519,2381.73
20170522,2394.02
20170523,2398.42
20170524,2404.39
20170525,2415.07
20170526,2415.82
20170530,2412.91
20170531,2411.80
20170601,2430.06
20170602,2439.07
20170605,2436.10
20170606,2429.33
20170607,2433.14
20170608,2433.79
20170609,2431.77
20170612,2429.39
20170613,2440.35
20170614,2437.92
20170615,2432.46
20170616,2433.15
20170619,2453.46
20170620,2437.03
20170621,2435.61
20170622,2434.50
20170623,2438.30
20170626,2439.07
20170627,2419.38
20170628,2440.69
20170629,2419.70
20170630,2423.41
20170703,2429.01
20170705,2432.54
20170706,2409.75
20170707,2425.18
20170710,2427.43
20170711,2425.53
20170712,2443.25
20170713,2447.83
20170714,2459.27
20170717,2459.14
